client_code;installment;first_amount_spent;number_of_products;Y;center;age51_89;age36_50;dim_big;dim_medium;age15_35;sex;north;south_and_islands;dim_small
92296122;1;745000;1;0;1;0;0;0;1;1;1;0;0;0
92301371;0;2890000;2;1;0;0;1;1;0;0;1;0;1;0
92305237;0;2890000;3;0;0;0;1;1;0;0;1;0;1;0
9230527E;0;2890000;5;0;0;0;1;1;0;0;0;0;1;0
92305733;0;2890000;3;1;0;0;1;1;0;0;1;0;1;0
92307140;0;2890000;3;0;0;0;1;1;0;0;1;0;1;0
92309887;0;2890000;2;1;0;0;1;0;1;0;1;0;1;0
92311369;0;2890000;2;1;0;0;1;0;1;0;1;0;1;0
92314848;0;2890000;2;1;0;0;1;0;1;0;0;0;1;0
92324916;0;1476711;2;1;0;1;0;0;1;0;0;0;1;0
9232598E;0;2890000;2;1;1;0;1;0;0;0;1;0;0;1
92328598;1;1359000;6;0;0;1;0;1;0;0;1;1;0;0
92329047;0;2890000;2;1;1;1;0;1;0;0;0;0;0;0
9233153E;0;290000;2;1;1;0;1;0;1;0;1;0;0;0
92331912;0;636000;2;1;1;1;0;0;0;0;1;0;0;1
92334156;0;2890000;2;1;0;0;1;1;0;0;1;0;1;0
92334385;1;2890000;3;1;0;1;0;0;1;0;0;1;0;0
92334490;1;2890000;2;1;1;0;1;1;0;0;1;0;0;0
92334911;1;2890000;2;1;0;0;1;0;1;0;1;1;0;0
92342892;0;2890000;3;0;0;0;1;0;1;0;1;0;1;0
92343341;0;370000;2;0;1;1;0;1;0;0;0;0;0;0
9235145E;0;636000;2;1;1;0;1;0;1;0;1;0;0;0
92353118;0;2890000;3;1;0;0;0;1;0;1;0;0;1;0
92356028;0;2890000;3;0;1;0;1;0;0;0;1;0;0;1
92365213;0;1326000;1;1;0;0;1;0;0;0;1;1;0;1
92367631;0;740000;1;0;1;0;1;1;0;0;1;0;0;0
92369316;0;2890000;3;0;1;0;1;1;0;0;1;0;0;0
92385036;0;1176000;1;0;0;0;1;1;0;0;0;0;1;0
92385427;0;2890000;3;0;0;0;1;1;0;0;1;0;1;0
92386288;0;1334000;3;0;0;1;0;1;0;0;1;0;1;0
92386415;0;2890000;3;1;0;0;1;1;0;0;1;0;1;0
92388051;0;2890000;3;0;0;0;1;0;1;0;1;0;1;0
92398308;0;3600000;4;1;0;0;1;0;1;0;0;0;1;0
92402100;0;2890000;2;1;0;0;1;0;1;0;1;1;0;0
92406939;0;2890000;2;1;0;1;0;0;0;0;1;0;1;1
92412785;0;2890000;3;0;0;0;1;0;1;0;1;0;1;0
92413552;0;2034000;2;1;0;0;1;0;1;0;0;0;1;0
92415180;0;648000;2;0;0;0;0;1;0;1;1;0;1;0
92416632;0;745000;1;1;0;1;0;0;0;0;1;0;1;1
92418082;1;2890000;2;1;0;0;1;1;0;0;1;0;1;0
92418457;0;2890000;2;1;0;0;1;1;0;0;1;0;1;0
92425836;0;655000;1;0;0;1;0;0;1;0;1;0;1;0
92427170;0;2890000;2;1;0;0;1;0;1;0;1;0;1;0
92428371;1;2890000;3;1;0;0;0;0;1;1;1;0;1;0
92428894;1;2989000;4;0;0;0;1;0;1;0;1;0;1;0
92430732;0;2890000;3;0;0;1;0;0;1;0;1;1;0;0
92433626;0;942000;1;0;0;1;0;0;1;0;0;1;0;0
92434851;0;860000;1;0;0;0;0;0;1;1;1;1;0;0
92435858;1;2890000;2;1;0;0;1;0;1;0;1;1;0;0
92435939;0;370000;2;1;0;1;0;0;1;0;1;1;0;0
92437931;0;738000;3;0;0;0;0;0;1;1;1;1;0;0
92438202;0;2890000;3;0;0;0;1;0;1;0;1;1;0;0
92441521;0;2890000;3;0;0;0;0;1;0;1;1;0;1;0
92442374;1;330000;2;0;0;1;0;1;0;0;1;0;1;0
92445063;0;2890000;3;0;0;0;1;0;1;0;0;0;1;0
92448356;1;2890000;3;1;1;0;1;1;0;0;1;0;0;0
92455026;0;2890000;2;0;0;0;1;0;1;0;1;0;1;0
92456510;0;2890000;5;0;0;0;1;0;1;0;1;1;0;0
92459412;0;2890000;5;0;0;0;1;0;1;0;0;1;0;0
92460348;0;370000;1;0;0;1;0;0;0;0;0;1;0;1
92462421;0;2890000;3;0;0;1;0;0;0;0;1;1;0;1
92462936;0;2890000;2;1;1;1;0;1;0;0;1;0;0;0
92463207;1;2058000;1;0;1;1;0;1;0;0;0;0;0;0
92463967;0;2705000;3;0;0;0;1;0;1;0;1;1;0;0
9246419E;0;2890000;3;0;0;0;1;0;1;0;1;1;0;0
92468721;0;2890000;3;0;0;0;1;0;1;0;1;1;0;0
92468780;0;2890000;3;0;0;0;1;0;1;0;1;1;0;0
92472168;0;72000;1;0;0;1;0;0;0;0;1;1;0;1
92472443;0;1236000;1;1;0;0;1;0;0;0;1;1;0;1
92475167;0;1053000;1;0;1;1;0;0;1;0;0;0;0;0
92475698;1;1050000;2;1;1;0;1;0;0;0;0;0;0;1
92477062;0;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92481876;0;1;2;1;1;0;1;0;0;0;0;0;0;1
92481973;0;1170000;2;0;1;0;1;1;0;0;0;0;0;0
92482864;0;2890000;2;0;0;1;0;0;1;0;1;0;1;0
92483224;0;1176000;1;0;0;0;1;0;1;0;0;0;1;0
92487181;0;792000;2;1;0;1;0;0;0;0;1;1;0;1
92487343;0;1260000;4;0;0;0;1;0;1;0;0;1;0;0
92491715;0;712000;1;0;0;0;1;0;1;0;1;1;0;0
92492118;0;2890000;5;1;0;0;1;0;0;0;1;1;0;1
92496563;0;350000;2;1;0;0;1;0;1;0;0;1;0;0
92502016;1;250000;2;1;1;0;1;0;0;0;1;0;0;1
92502466;0;990000;1;0;1;0;1;0;1;0;1;0;0;0
92504515;0;300000;1;1;0;1;0;0;1;0;0;1;0;0
92507301;0;2890000;3;1;1;0;1;1;0;0;0;0;0;0
92510175;1;2890000;4;1;0;0;1;0;1;0;1;0;1;0
92514979;1;563000;1;1;0;1;0;0;1;0;1;1;0;0
9251572E;0;2890000;3;1;0;0;1;0;1;0;1;0;1;0
92516211;1;2890000;3;1;0;0;1;0;1;0;1;0;1;0
92517234;1;2890000;4;1;0;0;1;0;1;0;0;0;1;0
92517536;0;2890000;6;0;1;0;0;1;0;1;1;0;0;0
92518168;1;2890000;3;1;1;1;0;1;0;0;1;0;0;0
92518648;1;585000;3;1;1;0;1;0;1;0;1;0;0;0
92520715;0;2020000;4;0;0;0;1;0;0;0;1;1;0;1
92524249;0;2890000;2;1;0;0;1;0;1;0;1;1;0;0
92529100;1;2890000;3;1;1;0;1;0;1;0;1;0;0;0
92529682;0;2890000;3;1;1;0;1;0;1;0;1;0;0;0
92530265;0;480000;2;1;1;0;1;0;1;0;0;0;0;0
92537618;0;120000;1;1;0;1;0;0;1;0;1;0;1;0
92537715;0;2890000;5;0;0;0;1;0;0;0;1;0;1;1
92539181;0;1326000;4;0;0;0;0;0;1;1;1;1;0;0
92541674;0;735000;2;0;0;0;1;0;1;0;1;1;0;0
92542654;0;518000;2;0;0;0;1;0;1;0;0;1;0;0
92546013;1;2890000;3;1;1;0;1;1;0;0;1;0;0;0
9254746E;0;1354000;3;1;0;0;1;0;0;0;1;1;0;1
92550363;0;2890000;3;0;0;0;1;0;0;0;0;1;0;1
92551696;0;720000;1;1;0;0;1;0;1;0;0;1;0;0
92554024;0;586000;1;0;0;0;1;0;1;0;1;1;0;0
92558291;0;3070000;4;1;1;0;1;0;1;0;1;0;0;0
92575315;0;2500;1;0;0;0;1;0;1;0;1;1;0;0
92584063;0;370000;2;0;1;1;0;0;0;0;1;0;0;1
92594107;1;2890000;2;1;0;0;1;0;1;0;0;0;1;0
92595618;0;1730000;1;0;0;0;1;0;1;0;1;1;0;0
92598579;0;2890000;2;0;0;0;1;0;1;0;1;1;0;0
9260515E;0;2890000;3;0;0;0;0;0;1;1;1;1;0;0
92605583;0;2890000;4;1;0;0;1;0;1;0;1;1;0;0
92612067;0;2890000;2;0;1;0;1;0;1;0;1;0;0;0
92617565;0;2890000;3;1;0;0;1;0;1;0;1;0;1;0
92619479;1;2890000;3;1;0;0;0;0;1;1;1;0;1;0
92621058;1;2890000;3;1;0;0;1;0;1;0;1;0;1;0
92647030;1;2058000;1;0;0;0;1;1;0;0;0;1;0;0
92655254;0;860000;1;0;0;1;0;0;1;0;1;1;0;0
92657559;1;2890000;3;0;0;0;1;0;1;0;1;1;0;0
92662080;0;2890000;4;1;0;1;0;0;1;0;0;1;0;0
92667481;0;3070000;3;1;0;0;1;0;1;0;1;1;0;0
92667589;0;2870000;3;1;0;0;1;0;1;0;1;1;0;0
92668135;1;510000;2;1;0;0;1;1;0;0;1;1;0;0
92668178;0;792000;2;1;0;0;1;0;1;0;1;1;0;0
92690173;0;3070000;3;1;0;0;1;1;0;0;1;1;0;0
92690432;0;690000;2;0;0;1;0;1;0;0;1;1;0;0
92691404;0;300000;1;1;0;0;0;1;0;1;0;1;0;0
92695779;0;674000;1;0;0;0;1;1;0;0;0;1;0;0
92695868;1;725000;1;1;0;0;1;1;0;0;0;1;0;0
92697720;0;3700000;4;1;0;1;0;1;0;0;1;1;0;0
92698263;1;3070000;3;1;0;0;1;1;0;0;0;1;0;0
92715869;0;2890000;2;0;0;0;1;0;1;0;1;1;0;0
92716105;1;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92717020;1;2890000;2;1;0;0;0;0;1;1;1;1;0;0
92717519;1;3600000;4;1;0;0;1;0;1;0;0;1;0;0
92718604;0;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92730825;0;2890000;3;1;0;0;1;1;0;0;1;0;1;0
92734731;1;2890000;3;1;0;1;0;0;1;0;1;0;1;0
9273734E;0;2890000;4;0;0;0;1;1;0;0;0;0;1;0
92749046;1;1140000;1;1;0;0;1;0;1;0;1;0;1;0
92749127;0;3070000;3;1;0;0;0;0;1;1;0;0;1;0
92752152;0;2890000;3;0;1;0;1;1;0;0;0;0;0;0
92752160;0;2890000;3;0;1;0;1;1;0;0;1;0;0;0
92752659;0;2890000;3;0;1;0;1;1;0;0;1;0;0;0
92753086;0;2890000;2;0;1;0;1;1;0;0;0;0;0;0
92756131;0;738000;1;0;1;0;0;1;0;1;1;0;0;0
92760473;0;1140000;1;0;0;0;1;0;1;0;0;0;1;0
92761356;1;3070000;3;1;0;0;1;0;1;0;0;0;1;0
92761801;0;3070000;3;1;0;0;1;0;1;0;1;0;1;0
92762492;0;3070000;4;1;0;0;1;0;1;0;0;0;1;0
92763286;0;4240000;3;0;0;1;0;0;1;0;1;0;1;0
92766404;1;2890000;3;1;0;0;1;0;1;0;0;1;0;0
92769233;0;3070000;3;1;0;0;0;0;1;1;0;1;0;0
92771831;0;3070000;4;0;0;0;1;0;1;0;1;1;0;0
92775454;0;2890000;3;0;1;0;1;1;0;0;1;0;0;0
92777015;0;2705000;3;1;0;1;0;1;0;0;0;0;1;0
92778941;0;300000;1;1;0;1;0;1;0;0;1;1;0;0
92781764;0;2890000;3;1;0;0;1;1;0;0;0;0;1;0
92782574;0;2890000;3;0;0;0;1;1;0;0;1;0;1;0
92785026;0;2890000;2;1;0;0;1;1;0;0;1;0;1;0
92786456;0;1334000;3;1;0;0;1;1;0;0;1;0;1;0
92798101;1;3940000;5;1;0;1;0;0;1;0;1;1;0;0
92815448;1;110000;1;1;0;0;1;0;1;0;0;0;1;0
92816010;0;2433000;2;0;0;0;0;0;0;1;0;1;0;1
9281798E;0;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92825605;0;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92825664;0;2890000;3;0;0;1;0;0;1;0;0;1;0;0
92826105;0;1788000;1;0;0;0;1;0;0;0;1;1;0;1
92838596;0;2890000;4;0;1;0;1;0;1;0;1;0;0;0
92840973;0;2890000;3;1;0;0;1;0;1;0;1;1;0;0
92842232;0;410000;2;1;0;0;1;0;1;0;1;1;0;0
92842305;1;745000;1;1;0;0;1;0;1;0;1;0;1;0
92842437;1;2890000;3;1;0;0;1;0;1;0;0;1;0;0
92843190;0;2989000;5;1;1;0;1;0;0;0;0;0;0;1
92848052;0;410000;2;0;0;1;0;0;1;0;0;1;0;0
92849849;0;2890000;3;1;0;0;1;0;1;0;1;0;1;0
9285513E;0;1200000;1;1;0;1;0;0;0;0;1;1;0;1
92857310;1;564000;7;0;0;0;1;1;0;0;0;1;0;0
92863841;0;2890000;3;1;1;0;1;1;0;0;0;0;0;0
92864163;1;1590000;1;0;0;0;0;0;0;1;1;0;1;1
92864503;0;2890000;3;0;0;0;1;0;0;0;1;1;0;1
92867944;0;767000;1;0;0;0;1;0;1;0;1;0;1;0
92871852;0;1334000;3;0;0;0;0;0;1;1;1;0;1;0
92898181;0;1476711;1;0;0;0;1;1;0;0;0;0;1;0
92898467;0;1476711;2;0;0;0;1;0;1;0;1;0;1;0
92900518;0;2890000;3;0;0;1;0;0;1;0;1;0;1;0
93010192;0;990000;1;1;1;0;1;0;1;0;1;0;0;0
93011792;0;2870000;3;1;1;1;0;0;1;0;1;0;0;0
93012454;1;700000;1;1;1;0;1;0;1;0;1;0;0;0
93012977;0;560000;1;0;1;0;0;0;1;1;1;0;0;0
93013868;0;1071000;1;0;1;0;0;0;1;1;0;0;0;0
93014732;0;420000;1;0;1;1;0;0;1;0;0;0;0;0
93016484;0;1436000;1;1;0;0;1;0;1;0;1;1;0;0
93017170;0;475000;2;1;0;0;1;0;1;0;1;1;0;0
93017723;0;720000;1;0;0;0;1;0;1;0;1;1;0;0
93017960;0;518000;2;0;0;0;0;0;1;1;0;1;0;0
93018134;1;810000;1;0;0;0;1;0;1;0;1;1;0;0
93021097;0;4590000;5;0;0;0;1;0;1;0;1;0;1;0
93023243;0;3070000;4;1;0;1;0;0;1;0;1;0;1;0
93023405;0;560000;1;0;0;0;0;0;1;1;1;0;1;0
93025564;0;550000;3;1;0;0;1;0;1;0;0;0;1;0
93027273;0;740000;3;1;0;0;1;0;1;0;1;0;1;0
93032919;0;1188000;1;0;0;0;0;0;0;1;1;0;1;1
93033095;0;4140000;4;0;0;0;1;0;0;0;0;0;1;1
93041950;0;510000;2;1;0;0;1;0;0;0;1;0;1;1
93041977;0;1476711;2;0;0;0;1;0;0;0;0;0;1;1
93042221;1;860000;1;1;0;0;1;0;0;0;1;0;1;1
93042809;1;3070000;3;0;0;1;0;0;0;0;1;0;1;1
93046499;0;860000;1;0;0;0;0;0;1;1;0;1;0;0
93047975;0;560000;1;0;0;1;0;0;1;0;1;1;0;0
93049714;1;650000;1;1;0;0;1;0;1;0;0;1;0;0
93051832;1;560000;1;0;0;0;1;0;1;0;1;1;0;0
93054602;0;1080000;1;0;0;1;0;0;1;0;0;1;0;0
93066643;0;3600000;4;1;1;0;1;0;0;0;0;0;0;1
93072198;1;3600000;3;0;0;0;1;0;0;0;0;0;1;1
93073852;1;940000;2;0;0;1;0;1;0;0;1;0;1;0
93078250;0;800000;1;0;1;0;0;0;1;1;1;0;0;0
93079931;0;2890000;2;1;1;0;1;1;0;0;1;0;0;0
93081618;0;2070000;2;0;0;0;1;1;0;0;0;1;0;0
93084730;0;860000;1;0;1;0;0;1;0;1;1;0;0;0
93085702;0;2890000;3;1;1;0;1;0;1;0;0;0;0;0
93085737;0;2890000;4;1;1;0;1;0;1;0;0;0;0;0
93088450;0;4173000;4;1;1;0;0;0;1;1;0;0;0;0
93089759;0;2705000;3;1;0;0;1;1;0;0;1;0;1;0
93091486;0;1140000;1;0;0;0;1;0;0;0;1;0;1;1
93092717;0;540000;2;1;0;1;0;1;0;0;1;0;1;0
93093934;0;3070000;3;1;0;0;1;0;1;0;1;0;1;0
93096852;0;3070000;3;1;1;0;1;0;1;0;1;0;0;0
93098650;0;1236000;1;0;1;0;0;0;0;1;1;0;0;1
93098812;1;3070000;4;1;1;0;1;0;1;0;1;0;0;0
93100515;0;960000;1;0;1;1;0;0;1;0;1;0;0;0
93101538;0;330000;2;1;1;1;0;0;1;0;0;0;0;0
9310278E;0;3070000;3;1;1;0;1;0;1;0;1;0;0;0
93104022;0;3670000;4;0;1;1;0;0;1;0;1;0;0;0
93108060;0;3070000;4;1;0;0;1;1;0;0;0;1;0;0
93108702;0;792000;2;1;0;0;1;1;0;0;1;1;0;0
93109695;0;792000;2;1;0;0;1;1;0;0;1;1;0;0
93109997;0;3700000;4;1;0;0;1;1;0;0;1;1;0;0
93112688;0;3600000;3;1;0;0;0;1;0;1;0;1;0;0
93115415;0;560000;1;0;0;0;0;1;0;1;1;1;0;0
93118996;0;1476711;2;0;0;0;1;1;0;0;0;1;0;0
93129130;0;560000;1;0;1;0;1;0;0;0;1;0;0;1
93134290;0;3600000;4;1;0;1;0;0;1;0;1;1;0;0
93138466;1;520000;1;0;0;0;0;1;0;1;0;0;1;0
93144806;0;198000;2;0;0;0;1;0;1;0;1;0;1;0
93150520;0;738000;1;0;1;0;1;1;0;0;1;0;0;0
93151292;0;3600000;4;1;1;0;1;1;0;0;1;0;0;0
93153716;0;3600000;5;1;1;1;0;1;0;0;1;0;0;0
93153988;0;3070000;3;1;1;0;1;1;0;0;0;0;0;0
93155174;0;586000;1;0;1;1;0;1;0;0;1;0;0;0
9315562E;0;5952000;7;0;1;0;1;1;0;0;0;0;0;0
93156715;0;510000;2;1;1;0;1;1;0;0;1;0;0;0
93158963;0;600000;1;0;1;0;0;1;0;1;1;0;0;0
9315903E;1;4194000;12;0;1;0;1;1;0;0;1;0;0;0
93159145;0;600000;1;0;1;1;0;1;0;0;1;0;0;0
93161867;0;3070000;3;1;0;0;1;0;1;0;0;0;1;0
93163967;0;520000;2;0;0;0;1;0;1;0;1;0;1;0
93164025;0;800000;1;0;0;0;0;0;1;1;1;0;1;0
9316405E;1;3600000;5;1;0;0;1;0;1;0;1;0;1;0
93164491;0;3235000;4;1;0;0;1;0;0;0;0;0;1;1
93164696;0;3600000;3;1;0;0;1;0;1;0;1;0;1;0
93182317;0;720000;1;0;0;0;0;1;0;1;1;0;1;0
93182775;0;993000;4;1;0;1;0;1;0;0;1;0;1;0
93188889;1;3600000;5;1;1;0;1;0;0;0;1;0;0;1
93190182;0;1470000;3;1;1;1;0;0;1;0;1;0;0;0
93192401;0;792000;3;0;1;0;1;0;1;0;1;0;0;0
93193394;0;3070000;3;1;1;0;1;0;1;0;1;0;0;0
93206380;0;690000;4;0;0;0;1;1;0;0;1;0;1;0
93209010;0;330000;2;1;0;0;1;1;0;0;1;0;1;0
93209568;0;560000;1;0;0;0;0;1;0;1;1;0;1;0
93210434;1;750000;1;0;0;0;0;1;0;1;1;0;1;0
93210671;0;1131000;1;0;0;0;1;1;0;0;1;0;1;0
93211899;0;720000;1;1;0;0;1;1;0;0;1;0;1;0
93212305;1;1680000;1;0;0;1;0;1;0;0;0;0;1;0
93213182;1;788000;1;0;0;0;0;1;0;1;0;0;1;0
93215355;1;860000;3;1;0;0;1;1;0;0;1;0;1;0
93215479;0;1789000;2;1;0;0;1;1;0;0;0;0;1;0
93222513;1;723000;5;1;1;0;1;0;0;0;1;0;0;1
93225830;1;3070000;4;1;0;0;1;0;0;0;0;1;0;1
93226535;0;800000;1;0;0;0;1;0;0;0;0;1;0;1
93229216;1;738000;1;0;0;0;1;0;1;0;1;0;1;0
93231423;0;3070000;3;1;0;0;0;0;1;1;1;0;1;0
9323404E;0;2890000;2;0;0;0;0;0;1;1;1;1;0;0
93238169;0;4240000;3;0;0;0;1;0;0;0;1;0;1;1
93238614;0;1271000;1;0;0;0;1;0;1;0;1;0;1;0
93246048;0;3070000;3;1;0;0;1;0;1;0;0;0;1;0
93246110;1;3070000;4;1;0;0;1;0;1;0;1;0;1;0
93246900;0;1140000;1;0;0;0;0;0;1;1;1;1;0;0
9324875E;0;860000;2;1;0;0;1;0;0;0;1;1;0;1
9325492E;1;510000;2;1;0;0;1;0;1;0;0;0;1;0
93257775;0;850000;1;0;0;0;1;0;1;0;0;0;1;0
93259131;0;990000;1;0;1;1;0;0;0;0;1;0;0;1
93265514;0;1161000;3;0;0;0;1;0;1;0;1;0;1;0
93276508;0;300000;1;1;0;1;0;0;1;0;1;0;1;0
93276613;1;126000;2;0;0;1;0;0;1;0;1;0;1;0
93278942;0;3070000;3;1;1;1;0;0;1;0;1;0;0;0
93279655;0;3070000;4;1;1;1;0;0;1;0;0;0;0;0
93279957;0;475000;2;1;1;0;1;0;1;0;1;0;0;0
93280211;1;2870000;3;1;1;0;1;0;1;0;0;0;0;0
93281021;1;3920000;3;0;1;1;0;0;1;0;1;0;0;0
93288417;1;550000;2;0;1;0;0;0;1;1;1;0;0;0
93293445;0;3070000;4;1;0;0;1;0;1;0;1;0;1;0
93293550;0;3600000;3;1;0;0;1;0;1;0;1;0;1;0
93297726;0;1065000;5;1;0;0;1;0;1;0;0;0;1;0
93297742;0;4240000;3;0;0;0;0;0;1;1;1;0;1;0
93299273;1;3870000;4;1;0;0;1;0;1;0;1;0;1;0
93299559;0;800000;1;0;0;0;1;0;1;0;1;0;1;0
93303955;0;520000;1;0;0;0;0;1;0;1;0;1;0;0
9331308E;1;2890000;3;0;0;0;1;0;1;0;0;1;0;0
93313535;0;1334000;2;0;0;0;1;0;1;0;1;0;1;0
93314108;0;2989000;4;1;0;1;0;0;1;0;1;0;1;0
93315937;1;2890000;2;1;1;0;1;1;0;0;1;0;0;0
93316550;0;520000;1;1;0;0;1;1;0;0;0;0;1;0
93318944;0;990000;1;1;1;1;0;0;1;0;0;0;0;0
93327315;0;2500;1;0;0;0;0;0;0;1;1;0;1;1
93332327;0;792000;2;1;1;0;1;0;1;0;1;0;0;0
93332688;0;792000;2;1;1;0;0;0;1;1;1;0;0;0
93340893;0;420000;1;0;0;0;0;0;1;1;1;1;0;0
93343752;0;3070000;3;1;1;0;1;0;1;0;0;0;0;0
93345240;0;320000;1;0;1;0;1;0;1;0;1;0;0;0
93349432;0;800000;1;0;0;1;0;0;1;0;0;0;1;0
93351739;0;689000;1;0;0;0;0;0;0;1;1;0;1;1
93354800;0;580000;1;0;0;0;1;1;0;0;0;0;1;0
93361262;0;740000;3;1;1;0;1;0;1;0;0;0;0;0
93362056;1;3700000;4;0;1;0;0;0;1;1;1;0;0;0
9336301E;0;680000;1;0;0;0;1;0;1;0;1;1;0;0
93363168;0;1789000;2;1;0;0;0;0;0;1;1;1;0;1
93365314;1;1068000;1;1;0;1;0;0;1;0;1;1;0;0
93365594;1;1748000;2;1;0;0;1;0;0;0;1;1;0;1
93366744;0;288000;1;0;1;0;1;0;1;0;0;0;0;0
93378467;0;860000;1;0;1;0;1;0;1;0;0;0;0;0
93379765;0;518000;2;1;1;0;0;0;1;1;0;0;0;0
93380003;0;800000;1;0;0;0;1;0;0;0;0;0;1;1
93380569;0;3070000;3;0;0;0;1;1;0;0;0;0;1;0
93381786;0;600000;1;0;0;0;1;1;0;0;1;0;1;0
93382103;0;600000;1;0;0;0;1;1;0;0;1;0;1;0
93382138;0;3070000;3;0;0;0;1;1;0;0;1;0;1;0
93397550;0;220000;1;0;0;0;1;0;0;0;0;0;1;1
93398972;0;3700000;5;1;0;0;1;0;1;0;1;0;1;0
9339974E;1;3700000;5;1;0;0;0;0;0;1;0;0;1;1
9339988E;0;534000;2;0;0;0;1;0;1;0;1;0;1;0
93408226;0;800000;1;0;0;0;0;0;1;1;0;0;1;0
93413122;0;973000;1;0;0;0;1;0;1;0;0;1;0;0
9341370E;0;586000;1;0;0;0;1;0;1;0;0;1;0;0
93414765;0;534000;2;0;0;0;0;0;1;1;1;1;0;0
93425368;0;3070000;3;1;0;0;1;1;0;0;0;0;1;0
93426216;0;4173000;4;1;0;0;1;1;0;0;1;0;1;0
93426410;0;3070000;3;1;0;0;1;1;0;0;0;0;1;0
93426755;0;563000;1;0;0;0;1;1;0;0;1;0;1;0
93430183;0;3400000;2;0;0;0;1;0;0;0;0;0;1;1
93431163;0;720000;1;0;0;0;0;0;0;1;0;0;1;1
93432992;0;3700000;5;0;0;0;1;0;0;0;0;0;1;1
93441487;0;792000;2;1;0;1;0;0;1;0;1;1;0;0
93442327;0;3400000;3;0;0;0;1;0;1;0;1;1;0;0
93446004;1;3070000;4;1;0;0;1;0;1;0;0;1;0;0
93447345;0;3070000;4;1;0;0;1;0;1;0;1;1;0;0
93454899;0;940000;1;0;0;0;1;0;0;0;0;1;0;1
93455216;1;3090000;2;0;0;0;0;0;0;1;1;1;0;1
93466625;0;510000;2;0;1;0;0;0;1;1;0;0;0;0
93468261;0;792000;2;1;1;0;1;0;1;0;1;0;0;0
93469942;0;165000;1;1;0;0;1;0;0;0;0;0;1;1
9347010E;0;550000;3;1;0;0;0;0;0;1;1;0;1;1
93470657;0;300000;1;1;0;1;0;0;0;0;1;0;1;1
93474733;0;1140000;1;0;1;1;0;1;0;0;1;0;0;0
93478097;0;3600000;3;0;1;0;1;1;0;0;1;0;0;0
93486049;0;2886000;1;0;0;0;1;0;1;0;0;0;1;0
93488343;0;534000;2;0;0;1;0;0;1;0;1;0;1;0
93493274;0;700000;2;0;1;0;1;0;0;0;0;0;0;1
93494165;0;487000;2;0;1;0;0;0;0;1;0;0;0;1
93494483;0;725000;1;0;1;0;1;0;0;0;0;0;0;1
93495471;0;3600000;3;1;0;0;1;0;1;0;0;0;1;0
93495951;1;3070000;3;1;0;0;1;0;1;0;1;0;1;0
93496990;1;945000;1;1;0;0;0;0;0;1;1;0;1;1
93503830;0;740000;1;0;0;0;0;0;1;1;1;1;0;0
93505477;0;586000;1;0;0;0;0;0;1;1;1;1;0;0
93509634;0;850000;1;0;0;0;1;0;0;0;1;0;1;1
93512082;0;560000;1;0;1;1;0;0;1;0;1;0;0;0
93512244;0;674000;1;0;1;1;0;0;1;0;1;0;0;0
93514875;0;600000;1;0;1;1;0;0;1;0;1;0;0;0
93515650;0;860000;1;0;1;0;1;0;1;0;1;0;0;0
9351753E;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
93518250;0;740000;3;1;0;0;1;0;1;0;1;1;0;0
93518269;0;586000;1;0;0;1;0;0;1;0;1;1;0;0
93519699;0;768000;2;0;0;0;1;0;1;0;1;1;0;0
93522940;0;550000;1;0;1;0;0;0;0;1;0;0;0;1
9352367E;1;150000;1;1;1;0;1;0;0;0;1;0;0;1
93526342;0;3070000;3;1;0;0;1;0;1;0;0;0;1;0
93528264;1;510000;2;1;0;0;1;0;1;0;0;0;1;0
93529511;1;1389000;2;1;0;0;1;0;1;0;1;0;1;0
93538766;1;1846000;3;1;0;0;0;0;1;1;0;1;0;0
93541023;0;532000;1;0;0;1;0;0;1;0;1;0;1;0
93541384;0;300000;1;1;0;0;1;0;1;0;1;1;0;0
93541627;0;532000;1;0;0;1;0;0;1;0;1;0;1;0
93542275;1;3600000;5;1;0;0;0;1;0;1;1;0;1;0
93544723;1;3070000;3;1;0;0;1;0;1;0;0;1;0;0
93544936;0;792000;2;1;0;0;1;0;0;0;1;1;0;1
93546440;0;1073000;3;0;0;0;1;0;0;0;0;1;0;1
9354667E;0;475000;2;1;1;0;0;0;0;1;1;0;0;1
93546688;1;750000;2;0;1;1;0;0;0;0;1;0;0;1
93547536;0;3070000;3;1;1;0;0;0;1;1;0;0;0;0
93549679;0;560000;1;0;0;0;1;1;0;0;1;0;1;0
9355558E;0;1476711;1;0;1;0;1;0;1;0;0;0;0;0
93556934;0;150000;1;1;0;0;1;0;0;0;0;1;0;1
93557620;0;532000;1;0;0;1;0;0;0;0;1;1;0;1
93564481;1;560000;1;0;0;1;0;0;0;0;1;1;0;1
93564732;1;520000;2;1;0;0;1;0;1;0;0;0;1;0
93567960;0;2092000;2;1;0;0;1;0;0;0;1;1;0;1
93570295;1;3070000;3;1;0;1;0;0;1;0;1;1;0;0
93570732;0;1717000;2;1;0;1;0;0;0;0;1;1;0;1
